ZipCode,Income,Income Change,Population,Density,White Percentage
91401,64251,1.03872,9818605,1628.93,27.8
80437,78943,1.07152,534543,403.609,79.9
60924,51825,0.982182,29718,15.2279,92.4
75409,94192,1.04935,782341,616.319,63.1
60130,62088,1.0323,5194675,2999.99,43.9
84130,71230,1.10136,1029655,730.283,74
63105,65300,1.01744,998954,1162.35,68.9
72134,35190,1.05328,8149,8.76447,55.8
77468,45500,0.944501,36702,23.1928,47.4
72366,29263,0.959206,21757,21.1536,34.6
95251,58151,0.948743,45578,27.2753,83.5
60042,84803,0.994437,308760,275.959,83.7
94955,76753,1.08792,483878,187.546,66.1
70000,54821,1.03149,45924,96.4775,40
65627,41487,0.953418,51675,51.0565,91.1
59741,61499,1.10013,89513,16.7463,93.3
75117,51935,1.08136,52579,43.3874,85.8
85932,32963,0.979434,71518,4.22652,20.4
68865,64042,1.13283,9124,9.59807,96.9
93252,52479,0.999519,839631,68.3238,38.6
98625,51752,1.01171,102410,42.318,85.8
63543,42965,0.970083,4843,6.36832,98.3
67073,51262,1.00573,12660,8.12972,94.7
62690,53778,1.02233,47765,32.9518,97
94109,104552,1.31505,805235,9914.67,41.9
85715,51037,1.00554,980263,76.3334,55.3
85278,55550,0.970973,375770,49.1811,58.7
85212,61606,1.0036,3817117,288.05,58.7
77081,60146,1.04857,4092459,1703.04,33
71865,45388,1.21818,13171,16.3008,74.6
78836,27832,0.964432,9996,5.76725,12.2
68506,58009,1.02315,285407,193.058,84.3
60076,62088,1.0323,5194675,2999.99,43.9
84151,71230,1.10136,1029655,730.283,74
80451,70469,1.0458,14843,4.62338,89.7
65216,55376,1.00243,44332,31.6505,91
78375,42005,1.01763,40838,37.0177,19.7
60683,62088,1.0323,5194675,2999.99,43.9
78333,42005,1.01763,40838,37.0177,19.7
87577,36758,0.930189,32937,9.70043,36.3
69101,56794,1.12738,36288,8.00133,90.2
77280,60146,1.04857,4092459,1703.04,33
86507,32963,0.979434,71518,4.22652,20.4
67119,54915,0.993327,24132,12.9058,91.3
62075,50304,1.10405,30104,25.5433,94.1
74155,53902,1.05984,603403,666.276,65.2
68824,54742,1.06411,58607,60.6259,72.6
81654,71244,0.990604,17148,10.3128,87.9
79464,50473,1.06356,278831,214.082,57.3
94160,,,,,
79034,57372,0.978859,3302,2.29757,67
60675,62088,1.0323,5194675,2999.99,43.9
71107,40866,0.985749,254969,193.332,47.8
59323,56549,1.13267,9233,0.879454,60.2
58219,62870,1.2731,8121,4.27956,94.7
83232,56613,1.11147,12786,10.7198,91.8
95758,63902,1.01545,1418788,879.781,48.4
95403,76753,1.08792,483878,187.546,66.1
94526,93712,1.07223,1049025,834.374,47.8
60973,51825,0.982182,29718,15.2279,92.4
92140,74855,1.06446,3095313,509.33,48.5
63129,65300,1.01744,998954,1162.35,68.9
79339,43396,1.09764,13977,9.40214,43.1
64804,49023,1.06811,58114,59.3186,87.7
65077,55376,1.00243,44332,31.6505,91
62019,58097,1.00306,17768,27.6374,88.9
77298,60146,1.04857,4092459,1703.04,33
68457,48096,1.22666,8363,8.64397,93.6
60551,56243,0.975576,113924,55.9116,88.3
92899,85398,1.03021,3010232,2621.98,44.1
76836,45329,1.17977,8283,5.74057,67.2
94132,104552,1.31505,805235,9914.67,41.9
76053,64874,1.05202,1809034,1414.12,51.8
66601,55199,1.04302,177934,193.132,75.6
90740,85398,1.03021,3010232,2621.98,44.1
65770,44808,0.978751,275174,256.51,89.5
61115,52743,1.00223,295266,310.012,72.5
98908,49871,1.04315,243231,26.6752,47.7
97734,50339,1.08985,21720,6.1451,61.8
97359,76597,1.10789,375992,98.6589,84.5
84626,70408,1.10925,516564,141.467,84.2
72116,50093,0.995688,382748,311.618,55.3
99778,58987,0.981524,9492,0.0722119,15.9
79821,44597,1.10085,800647,586.128,13.1
90715,64251,1.03872,9818605,1628.93,27.8
93673,47518,0.97186,442179,59.3195,32.6
60563,88711,1.03892,916924,1524.72,70.5
79567,41732,0.989551,10501,7.16779,65.1
70403,46297,1.06584,121097,110.172,64.3
62259,52107,1.03804,33476,34.282,86.4
68853,51172,1.18801,3152,3.10862,98.2
66757,46208,1.05448,9409,10.2762,94.2
87131,51643,0.975476,662564,377.758,41.5
79912,44597,1.10085,800647,586.128,13.1
99118,41924,1.0596,7551,1.47471,75
90410,64251,1.03872,9818605,1628.93,27.8
59821,45488,1.0945,28746,7.90748,68.1
88007,39164,0.958198,209233,38.9272,30.1
59033,49514,1.01565,3651,0.953174,95.6
64676,46992,1.01413,7831,6.05447,96.3
81133,30593,1.12505,3524,1.81062,30.8
63441,45753,0.975098,18516,16.5271,89.2
65530,43201,0.998127,23370,18.1537,83.2
62295,81268,1.06788,32957,51.2618,97.1
77461,95561,1.07339,585375,494.248,36.2
71043,40866,0.985749,254969,193.332,47.8
60912,51825,0.982182,29718,15.2279,92.4
84633,70408,1.10925,516564,141.467,84.2
78390,55229,1.09612,64804,72.158,42.2
77901,55631,1.0231,86793,75.7292,47.9
82411,53435,0.992827,11668,1.89074,89.4
75142,65390,1.00155,103350,89.6953,70
86046,57616,1.0437,134421,4.72473,55.2
92618,85398,1.03021,3010232,2621.98,44.1
89706,52034,0.896293,55274,210.983,70.7
92555,63948,0.992807,2189641,206.948,39.7
62965,41167,1.03583,24913,40.2042,92.4
97917,42478,0.973249,31313,1.67092,63.6
89408,55493,1.02759,51980,15.3869,78.2
76644,50882,1.00764,18212,13.2206,80.7
83709,63137,1.01415,392365,194.074,86.5
84071,71020,1.05125,58218,4.61999,84.5
73018,58177,1.15282,52431,31.8059,83.6
79605,50818,1.07485,131506,101.897,67
76133,64874,1.05202,1809034,1414.12,51.8
95851,63902,1.01545,1418788,879.781,48.4
84199,71230,1.10136,1029655,730.283,74
58506,69719,1.16952,81308,22.7451,92.3
73162,52855,1.10457,718633,661.449,59.3
60938,51825,0.982182,29718,15.2279,92.4
59761,44809,1.05027,9246,0.828088,92.7
66113,44873,1.04524,157505,631.98,43.3
68463,71139,1.02841,25241,25.0582,95.4
98168,89418,1.17822,1931249,399.364,64.8
98408,67868,1.05183,795225,204.571,70.3
85377,61606,1.0036,3817117,288.05,58.7
67068,58483,1.17841,7858,5.68848,95.3
71407,40792,0.91252,22309,23.988,77.8
84767,56877,1.0192,138115,35.8145,85.6
90701,64251,1.03872,9818605,1628.93,27.8
98274,62865,1.02865,116901,29.2788,76.7
67049,49455,1.16208,6034,4.7639,92.5
60564,83504,0.986634,677560,447.426,67.2
62043,53778,1.02233,47765,32.9518,97
90101,64251,1.03872,9818605,1628.93,27.8
92084,74855,1.06446,3095313,509.33,48.5
70429,34985,1.03339,47168,51.5473,65.8
93238,52479,0.999519,839631,68.3238,38.6
88027,39164,0.958198,209233,38.9272,30.1
96122,53270,1.08581,20007,4.50422,85
62022,56747,0.951827,22985,36.7348,96.9
98599,69592,1.02436,252264,156.55,78.9
95374,50129,1.02543,255793,82.2914,31.9
89028,56802,0.905533,1951269,157.751,48
66754,40733,0.960227,15173,14.725,92
72311,28367,0.834304,10424,11.4496,41.4
64448,50457,1.06746,89201,125.079,86.3
59623,62130,1.10916,63395,8.33893,92.4
74031,62949,0.982826,86905,78.3385,73.7
68029,70753,1.02447,20234,28.6686,95.9
65630,57019,1.00006,77422,88.5372,94.3
80126,115314,1.04257,285465,203.939,85.2
78886,61059,1.11444,46006,25.9405,46.5
84144,71230,1.10136,1029655,730.283,74
81222,46296,1.09708,46824,18.7761,80.4
92136,74855,1.06446,3095313,509.33,48.5
78119,52252,1.18307,14824,15.0959,40.2
75479,50761,1.02188,33915,25.9533,80.9
86023,57616,1.0437,134421,4.72473,55.2
79159,43157,1.05276,121073,87.061,49
63430,47955,1.12787,7139,8.11193,97.7
65355,38028,1.02405,19056,15.511,96.1
71303,44852,0.989375,131613,71.9591,62
68101,61688,1.06646,517110,873.762,71.9
77202,60146,1.04857,4092459,1703.04,33
74129,53902,1.05984,603403,666.276,65.2
63646,40929,1.145,6696,5.18217,96.1
59743,42237,0.997228,34200,23.183,92.1
75411,43562,1.02773,49793,37.5605,76.1
63705,51730,1.04307,75674,81.0899,87.9
65647,41463,1.02887,35597,28.5598,88.5
90294,64251,1.03872,9818605,1628.93,27.8
85639,51037,1.00554,980263,76.3334,55.3
80862,55227,1.05105,1836,0.621607,88.1
93923,66676,1.00891,415057,81.0752,32.9
88560,44597,1.10085,800647,586.128,13.1
73137,52855,1.10457,718633,661.449,59.3
60556,61086,1.01451,105160,91.9695,79.7
79355,68814,1.25578,7879,6.88612,39.2
70555,50690,1.06486,57999,32.7731,79.8
80522,67664,1.07508,299630,65.608,84.5
88255,62982,1.21259,53829,9.10466,52.2
62869,47773,1.07848,14665,17.9021,97.6
78251,55456,1.05714,1714773,1031.61,30.3
84339,56840,1.08433,112656,52.896,85.5
96013,50905,1.03893,177223,26.2302,82.4
93286,47518,0.97186,442179,59.3195,32.6
59707,42237,0.997228,34200,23.183,92.1
63452,47764,1.06036,10211,11.7142,93.5
85609,48649,0.972266,131346,15.1952,58.5
99664,66684,1.04094,55400,0.83472,82.8
73744,50391,1.09108,11943,8.34188,62.9
91009,64251,1.03872,9818605,1628.93,27.8
65624,46443,1.0073,32202,40.9456,96.1
98335,67868,1.05183,795225,204.571,70.3
68961,42049,1.18737,4500,4.5606,96.3
75636,42961,0.991943,12934,34.9196,66.8
66629,55199,1.04302,177934,193.132,75.6
59074,39952,1.00295,884,0.357727,93
71270,34154,0.86905,46735,70.7271,54.2
75394,56854,1.06287,2368139,1838.46,33.1
64198,52805,1.02393,674158,661.245,63.3
93202,53865,0.992306,152982,71.9489,35.2
58644,70500,1.29814,3536,0.781281,84.4
98181,89418,1.17822,1931249,399.364,64.8
71435,32174,0.771066,10132,13.4556,79.4
84115,71230,1.10136,1029655,730.283,74
95486,76753,1.08792,483878,187.546,66.1
92056,74855,1.06446,3095313,509.33,48.5
66839,58636,1.11484,8601,8.07324,95.1
92350,60164,0.966223,2035210,67.9482,33.3
97722,41797,0.960296,7422,0.387081,89.6
97702,63680,1.07615,157733,26.8973,88.4
78113,72445,1.07406,42918,40.0215,58.7
79950,44597,1.10085,800647,586.128,13.1
94709,93712,1.07223,1049025,834.374,47.8
81063,37586,0.8827,5823,4.46453,57.9
76475,45979,1.00345,28111,20.1231,78.1
65018,54828,1.04264,15607,22.5152,90.7
99116,45808,1.06569,41120,3.4108,68.3
71108,40866,0.985749,254969,193.332,47.8
95609,63902,1.01545,1418788,879.781,48.4
61032,48016,0.99445,47711,46.1563,85.1
99508,83280,1.0231,291826,37.2879,62.6
60443,62088,1.0323,5194675,2999.99,43.9
75370,56854,1.06287,2368139,1838.46,33.1
72370,37237,0.999683,46480,33.3228,60.5
97376,46061,1.03957,46034,23.4887,84.4
68862,55170,1.28226,4260,4.21976,96.9
72682,35518,0.933909,16653,16.6786,95.9
62833,49764,1.13835,16760,14.3454,97.5
64507,50457,1.06746,89201,125.079,86.3
78563,38398,1.08026,774769,390.322,7.8
64491,48385,1.02406,5685,5.95803,97.7
83835,54457,1.05405,138494,47.8144,92
98237,62865,1.02865,116901,29.2788,76.7
71418,32174,0.771066,10132,13.4556,79.4
94521,93712,1.07223,1049025,834.374,47.8
64748,41625,0.943366,12402,13.1449,94.4
62834,47773,1.07848,14665,17.9021,97.6
70892,52719,1.02388,440171,676.86,47
62681,46151,0.947467,7544,9.96167,94.9
75422,51928,1.08054,86129,68.2487,74.8
98275,82751,1.1194,713335,149.922,74.3
74844,49235,1.17802,37492,34.8669,69.3
95930,48443,1.00641,220000,77.285,75.2
78584,29294,1.07494,60968,39.8433,4
72350,37237,0.999683,46480,33.3228,60.5
88301,42267,0.86646,20497,2.92367,66.4
85004,61606,1.0036,3817117,288.05,58.7
74119,53902,1.05984,603403,666.276,65.2
72472,39277,1.0917,24583,21.2474,89
85011,61606,1.0036,3817117,288.05,58.7
59248,55882,1.19188,7369,0.640945,86.4
83271,49985,1.09761,7817,2.93797,66.1
99658,,,7459,0.0904214,2.7
78269,55456,1.05714,1714773,1031.61,30.3
84050,89274,1.14133,9469,8.79912,96.1
66030,84915,1.03287,544179,681.726,82
66725,41103,0.966181,21603,23.1806,89.2
79185,43157,1.05276,121073,87.061,49
70442,46297,1.06584,121097,110.172,64.3
63935,33343,1.01822,14100,14.3105,96.2
61059,57083,1.01823,22678,19.9708,95.6
85045,61606,1.0036,3817117,288.05,58.7
73140,52855,1.10457,718633,661.449,59.3
61815,51692,1.02427,201081,117.579,70.9
77351,46182,1.24288,45413,30.0104,72.3
58257,62870,1.2731,8121,4.27956,94.7
61941,54218,1.0359,19980,27.8425,92.2
81220,54979,0.999038,15324,2.86999,89.1
96104,45149,1.17071,9686,1.29072,79
75158,65390,1.00155,103350,89.6953,70
88354,42752,0.967881,63797,6.81116,52.8
64481,40168,1.02929,8957,7.18488,96.7
97339,58655,1.09567,85579,64.2801,83.6
88549,44597,1.10085,800647,586.128,13.1
66014,43699,0.883119,9656,9.82473,95.1
60165,62088,1.0323,5194675,2999.99,43.9
84532,48673,1.05452,9225,1.50982,84.1
70036,52558,0.978458,432552,597.071,56
79836,44597,1.10085,800647,586.128,13.1
77488,49619,1.08149,41280,28.6403,47.7
70377,48866,0.904804,111860,52.5669,68.6
69336,45121,1.07292,5042,1.94343,84.4
74830,38706,1.05241,25482,26.7359,67.2
62444,51157,1.02809,22363,17.3794,98
92054,74855,1.06446,3095313,509.33,48.5
77019,60146,1.04857,4092459,1703.04,33
86031,40054,0.903175,107449,7.14662,43.9
99832,63603,1.30384,2150,0.0754397,46.2
78539,38398,1.08026,774769,390.322,7.8
90732,64251,1.03872,9818605,1628.93,27.8
65775,36143,0.918747,40400,27.8789,95.3
98277,64809,1.01634,78506,159.614,83.1
73562,51623,1.04881,6193,6.67484,79.2
71837,41903,0.932373,43462,47.8908,70.6
58325,57313,1.22994,11451,3.9108,87.2
98326,49913,1.00827,71404,17.9899,84.6
77656,59105,1.00481,54635,45.4643,88
77534,79270,1.08364,313166,159.287,53.2
75708,53511,1.04016,209714,154.416,62.1
60047,86244,0.979745,703462,817.433,65.2
77256,60146,1.04857,4092459,1703.04,33
64108,52805,1.02393,674158,661.245,63.3
89428,55493,1.02759,51980,15.3869,78.2
78470,55048,1.14072,340223,313.652,32.9
77452,65365,1.10064,28417,32.9552,65.7
59404,48160,1.01896,81327,13.8546,87.4
68124,61688,1.06646,517110,873.762,71.9
94720,93712,1.07223,1049025,834.374,47.8
92315,60164,0.966223,2035210,67.9482,33.3
89316,77625,1.13386,1987,0.279943,83.6
95013,116178,1.19972,1781642,867.333,35.2
71749,44000,1.08221,41639,27.6471,61.8
91025,64251,1.03872,9818605,1628.93,27.8
75562,45345,1.11849,30464,22.2795,77.2
82427,51875,1.0955,4812,1.24692,94.6
92583,63948,0.992807,2189641,206.948,39.7
73119,52855,1.10457,718633,661.449,59.3
85710,51037,1.00554,980263,76.3334,55.3
62719,60466,1.03824,197465,132.1,82.5
72429,39277,1.0917,24583,21.2474,89
63776,54964,1.07836,18971,24.2555,96.5
91357,64251,1.03872,9818605,1628.93,27.8
79765,78888,1.28768,136872,109.097,53.2
63334,45753,0.975098,18516,16.5271,89.2
62885,44432,0.9656,22140,18.538,93
99206,54852,1.04116,471221,120.052,86.7
75847,34297,0.963376,23732,14.0297,62.4
60543,91764,1.03007,114736,199.134,74.2
96790,77117,1.08086,154834,115.914,31.8
64096,54661,1.01588,33381,31.3324,92.9
80027,78642,1.08779,294567,237.398,79.4
88044,39164,0.958198,209233,38.9272,30.1
61872,51692,1.02427,201081,117.579,70.9
62746,60466,1.03824,197465,132.1,82.5
75645,50906,1.02821,39309,47.4363,82.1
67757,56071,1.07593,2556,1.7035,95.3
87009,37218,0.899301,16383,3.30563,56
78934,49504,1.07907,20874,16.0613,59.9
59469,45764,0.989655,2072,0.515924,97.2
65265,43761,0.958777,25529,21.8339,88.6
67109,51336,1.23461,2553,2.21101,93.1
87315,37368,0.897029,27213,4.01485,21.5
87714,33783,0.77261,13750,2.33936,49.9
99338,65650,1.02659,175177,47.6842,74.5
91948,74855,1.06446,3095313,509.33,48.5
97344,58344,1.02651,75403,50.8031,80.5
59014,57538,1.05292,10078,2.44065,95.9
71753,36148,0.922378,24552,22.4473,59.2
77368,49850,0.973427,75643,47.4871,69.2
72838,42361,1.03786,22185,15.6752,76.7
97035,76597,1.10789,375992,98.6589,84.5
70163,39576,0.94732,343829,763.86,30.5
62010,57890,0.999582,269282,220.48,86.7
88030,27377,0.877,25095,6.05707,35.9
95372,56493,1.06751,55365,14.9718,81.9
96814,82906,1.06081,953207,1352.38,19.1
97567,46061,1.03957,46034,23.4887,84.4
94649,92574,1.19662,1510271,1290.13,34.1
80129,115314,1.04257,285465,203.939,85.2
62219,65010,1.05476,37762,45.8417,92.1
83325,49306,1.12842,22374,20.0527,66.9
72532,33708,0.970978,17264,18.6515,95
70648,41009,0.996029,25764,24.7132,70.9
71120,40866,0.985749,254969,193.332,47.8
98382,49913,1.00827,71404,17.9899,84.6
78702,71767,1.19031,1024266,738.011,50.5
66033,46274,1.02655,8102,8.55168,96
79999,44597,1.10085,800647,586.128,13.1
67834,53072,1.02096,33848,19.2703,44
84639,62237,1.04872,10246,1.76955,94
90746,64251,1.03872,9818605,1628.93,27.8
90072,64251,1.03872,9818605,1628.93,27.8
99742,58987,0.981524,9492,0.0722119,15.9
64158,68367,1.04708,221939,326.036,84.1
63640,45774,1.06385,65359,90.6694,92.8
62343,42664,0.951714,16430,11.3473,96.2
89426,70373,1.13402,16528,0.96193,68.9
84753,46809,0.993708,46163,8.72295,87.1
92501,63948,0.992807,2189641,206.948,39.7
73126,52855,1.10457,718633,661.449,59.3
95901,52624,1.00832,72155,66.163,58.8
85241,55550,0.970973,375770,49.1811,58.7
74428,37086,1.08625,20252,18.631,69.4
86503,32963,0.979434,71518,4.22652,20.4
74130,53902,1.05984,603403,666.276,65.2
75803,43355,0.962985,58458,38.6013,61.2
97109,78010,1.1181,529710,360.822,69.7
61773,51120,0.942066,14081,16.6724,96
62426,48691,1.1487,13815,17.4207,97.2
72128,51920,0.902615,17853,18.7936,94.1
80247,63793,1.25741,600158,2262.2,52.2
94002,113776,1.1914,718451,958.361,42.3
74334,39742,1.03665,41487,33.7847,65.9
72948,46619,1.04015,61948,67.3285,86.8
68016,71139,1.02841,25241,25.0582,95.4
62463,51157,1.02809,22363,17.3794,98
85320,61606,1.0036,3817117,288.05,58.7
85623,55550,0.970973,375770,49.1811,58.7
76664,48199,1.06284,234906,160.669,58.9
67276,54974,1.03043,498365,308.511,69.9
85219,55550,0.970973,375770,49.1811,58.7
80212,63793,1.25741,600158,2262.2,52.2
77244,60146,1.04857,4092459,1703.04,33
74644,53253,1.20867,11561,9.89019,83.3
58781,67753,1.24536,61675,13.2833,88.7
78666,65935,1.04936,157107,172.563,58.6
93261,47518,0.97186,442179,59.3195,32.6
94850,93712,1.07223,1049025,834.374,47.8
95318,51199,0.935239,18251,7.83528,83.2
68769,56620,1.05096,7266,6.92259,97.7
77443,49619,1.08149,41280,28.6403,47.7
76845,43981,1.46358,8895,4.91991,80.1
70455,46297,1.06584,121097,110.172,64.3
68959,56952,0.936902,6489,7.26263,95
66615,55199,1.04302,177934,193.132,75.6
67003,49455,1.16208,6034,4.7639,92.5
95367,57387,1.00732,514453,212.158,46.7
58339,53696,1.10241,2246,0.940205,96.4
89702,52034,0.896293,55274,210.983,70.7
59902,52966,1.05567,90928,7.67433,94
60633,62088,1.0323,5194675,2999.99,43.9
61016,52743,1.00223,295266,310.012,72.5
78564,31113,1.13913,14018,10.4615,6.1
96788,77117,1.08086,154834,115.914,31.8
64160,68367,1.04708,221939,326.036,84.1
81526,53683,0.924697,146723,26.4813,83.1
98058,89418,1.17822,1931249,399.364,64.8
98380,71610,1.07851,251133,252.956,79.1
77069,60146,1.04857,4092459,1703.04,33
85263,61606,1.0036,3817117,288.05,58.7
71119,40866,0.985749,254969,193.332,47.8
72053,50093,0.995688,382748,311.618,55.3
76804,45457,1.04987,38106,28.8519,74.7
80501,78642,1.08779,294567,237.398,79.4
77231,60146,1.04857,4092459,1703.04,33
90409,64251,1.03872,9818605,1628.93,27.8
71496,47772,1.00683,52334,28.9075,72.2
74865,49235,1.17802,37492,34.8669,69.3
93437,71657,1.06972,423895,104.209,47.9
90609,64251,1.03872,9818605,1628.93,27.8
81014,44634,0.983574,159063,40.8889,54.1
60441,83504,0.986634,677560,447.426,67.2
80419,78943,1.07152,534543,403.609,79.9
74080,62949,0.982826,86905,78.3385,73.7
91024,64251,1.03872,9818605,1628.93,27.8
66937,48889,1.1045,5799,3.80562,95.8
76085,74625,1.0911,116927,90.3823,85.3
87820,42480,1.19379,3725,0.369142,76
93412,70699,1.10533,269637,53.7743,71.1
94152,,,,,
98041,89418,1.17822,1931249,399.364,64.8
62953,42604,0.930201,15429,40.6806,89.8
92420,60164,0.966223,2035210,67.9482,33.3
99113,42163,1.03977,44776,9.66282,82.1
82720,64055,1.1515,7083,1.25536,95.9
87412,,,40246,4.41935,12.8
78731,71767,1.19031,1024266,738.011,50.5
90278,64251,1.03872,9818605,1628.93,27.8
77446,57654,1.09263,43205,63.0316,44.6
68876,56952,1.084,46102,27.1831,89.2
87347,31674,0.906564,71492,8.65409,10.3
92195,74855,1.06446,3095313,509.33,48.5
58402,57642,1.1586,21100,4.27646,94.8
70178,39576,0.94732,343829,763.86,30.5
98253,64809,1.01634,78506,159.614,83.1
88006,39164,0.958198,209233,38.9272,30.1
80611,70908,1.14387,252825,36.3197,67.6
78718,71767,1.19031,1024266,738.011,50.5
75692,51202,1.03368,65631,50.3282,65
60608,62088,1.0323,5194675,2999.99,43.9
75461,43562,1.02773,49793,37.5605,76.1
76859,40606,0.888329,2242,1.82298,63.6
79120,43157,1.05276,121073,87.061,49
77611,55700,1.0426,81837,159.684,83
65211,55376,1.00243,44332,31.6505,91
65790,36143,0.918747,40400,27.8789,95.3
92662,85398,1.03021,3010232,2621.98,44.1
98336,50216,1.0265,75455,14.6035,86
89832,77209,1.03293,48818,1.60706,69.1
79908,44597,1.10085,800647,586.128,13.1
75449,50761,1.02188,33915,25.9533,80.9
85020,61606,1.0036,3817117,288.05,58.7
79457,50473,1.06356,278831,214.082,57.3
68776,55017,1.12837,21006,44.3583,55.2
98007,89418,1.17822,1931249,399.364,64.8
68009,70753,1.02447,20234,28.6686,95.9
80018,73925,1.12911,572003,422.951,63.2
95955,56704,1.05914,21419,11.0245,39.8
78012,55265,1.15464,44911,28.0893,36.3
91110,64251,1.03872,9818605,1628.93,27.8
87190,51643,0.975476,662564,377.758,41.5
87511,,,40246,4.41935,12.8
98388,67868,1.05183,795225,204.571,70.3
81242,54580,1.13995,17809,10.6081,86.6
92068,74855,1.06446,3095313,509.33,48.5
98930,49871,1.04315,243231,26.6752,47.7
60961,57981,1.03005,113449,94.4546,73.4
58428,57734,1.51181,2435,0.791441,95.6
59062,52457,1.24842,1743,0.260793,94.4
92152,74855,1.06446,3095313,509.33,48.5
72068,43822,1.00317,77076,49.3176,89.6
78352,55229,1.09612,64804,72.158,42.2
58001,61990,1.17961,16321,5.38286,94.1
64128,52805,1.02393,674158,661.245,63.3
72352,28367,0.834304,10424,11.4496,41.4
93765,51261,0.990179,930450,99.6912,32.7
99775,77095,1.03822,97581,2.39689,74.1
84783,56877,1.0192,138115,35.8145,85.6
85324,50180,1.0396,211033,17.6051,82
60561,88711,1.03892,916924,1524.72,70.5
81027,41945,0.986491,15507,2.05084,54.2
78521,37132,1.06519,406220,347.67,10.7
74330,48853,1.06273,41259,39.1992,66.9
80444,69936,1.03801,9088,13.7447,92.1
76306,46575,0.972081,131500,143.631,68.4
69160,56538,1.02452,9998,4.71121,90.8
67530,50198,1.02874,27674,18.804,83.4
71272,34154,0.86905,46735,70.7271,54.2
61859,51692,1.02427,201081,117.579,70.9
63702,51730,1.04307,75674,81.0899,87.9
72477,36870,1.09415,17969,17.7366,95.9
72389,29263,0.959206,21757,21.1536,34.6
83630,49143,1.01982,188923,165.317,72.3
97327,52097,1.01946,116672,25.5484,87.1
59212,42904,1.02745,10425,1.95396,35.6
60557,56243,0.975576,113924,55.9116,88.3
86033,40054,0.903175,107449,7.14662,43.9
64150,76912,1.04597,89322,122.377,84.1
75783,48534,1.05454,41964,42.6521,84.9
99039,54852,1.04116,471221,120.052,86.7
62230,65010,1.05476,37762,45.8417,92.1
99681,54212,0.93118,17013,0.0949621,10.9
67256,54974,1.03043,498365,308.511,69.9
89311,62993,1.16379,10030,0.670755,76.3
69190,44471,1.21001,2057,0.667058,94.4
75483,51877,1.1173,35161,30.3043,75.4
59256,54321,1.23095,3384,0.861029,94.6
80030,67575,1.10865,441603,219.444,53.2
73136,52855,1.10457,718633,661.449,59.3
92648,85398,1.03021,3010232,2621.98,44.1
62786,60466,1.03824,197465,132.1,82.5
76164,64874,1.05202,1809034,1414.12,51.8
68631,62617,1.13399,32237,26.3041,84.3
67543,49174,1.06447,64511,31.3965,86.1
59401,48160,1.01896,81327,13.8546,87.4
78010,52473,1.09261,49625,33.2198,72.2
62668,48508,0.974464,35547,36.9399,89.8
99506,83280,1.0231,291826,37.2879,62.6
62811,51432,1.0022,11947,28.8018,96.2
68444,55625,1.1557,5890,5.89542,95.4
95838,63902,1.01545,1418788,879.781,48.4
95537,45528,1.01854,134623,21.4415,77.2
99729,75905,1.00551,88995,0.769073,82.8
78019,42293,1.03399,250304,57.7676,3.3
71001,30300,0.852679,14353,12.684,54.7
62922,49053,1.08415,66357,93.0915,91.5
62877,59469,1.03685,14716,16.0396,96.9
91927,74855,1.06446,3095313,509.33,48.5
70662,50738,1.0067,35654,22.4112,80.6
74946,38328,0.945482,42391,39.0674,65.2
63349,61628,1.04489,52566,48.8159,93.9
77616,43936,1.11482,21766,17.318,80.4
70301,53089,1.00256,96318,56.9863,78
77876,41855,1.09572,67861,61.2232,58.5
76823,45457,1.04987,38106,28.8519,74.7
59115,59117,1.09002,147972,27.0387,88.2
67701,57478,1.09603,7900,4.39235,92.9
72524,43523,1.12734,36647,30.9366,89.8
66542,55199,1.04302,177934,193.132,75.6
93907,66676,1.00891,415057,81.0752,32.9
62261,52107,1.03804,33476,34.282,86.4
71029,40866,0.985749,254969,193.332,47.8
60963,45384,1.03161,81625,53.0603,80.4
68059,79549,1.04488,158840,364.008,83.8
77297,60146,1.04857,4092459,1703.04,33
88045,36339,0.887241,4894,1.02024,41.4
85252,61606,1.0036,3817117,288.05,58.7
66119,44873,1.04524,157505,631.98,43.3
61929,69271,1.11434,16729,22.3695,97.3
62479,54951,1.05881,9698,11.7745,98.1
83705,63137,1.01415,392365,194.074,86.5
97405,49958,1.04385,351715,39.367,84.7
70011,52558,0.978458,432552,597.071,56
59934,38287,1.11404,19687,2.3457,94.2
92137,74855,1.06446,3095313,509.33,48.5
68860,49891,1.05621,10939,2.38268,96.5
80224,63793,1.25741,600158,2262.2,52.2
91708,60164,0.966223,2035210,67.9482,33.3
76683,48199,1.06284,234906,160.669,58.9
76639,47920,1.03178,47735,31.381,59.9
98284,62865,1.02865,116901,29.2788,76.7
75262,56854,1.06287,2368139,1838.46,33.1
81301,64372,1.02323,51334,18.9941,80.3
91608,64251,1.03872,9818605,1628.93,27.8
85262,61606,1.0036,3817117,288.05,58.7
61109,52743,1.00223,295266,310.012,72.5
95973,48443,1.00641,220000,77.285,75.2
86330,50180,1.0396,211033,17.6051,82
78109,55456,1.05714,1714773,1031.61,30.3
85542,42092,1.00454,53597,7.63679,65.9
99030,54852,1.04116,471221,120.052,86.7
64456,52500,1.23195,2171,4.74369,97.4
78676,65935,1.04936,157107,172.563,58.6
77377,60146,1.04857,4092459,1703.04,33
58575,65648,1.11253,8962,1.75715,90.5
90204,64251,1.03872,9818605,1628.93,27.8
