ZipCode,Income,Income Change,Population,Density,White Percentage
74023,40944,1.05666,77350,72.8353,79.7
92553,63948,0.992807,2189641,206.948,39.7
64668,42149,0.908282,9295,8.15879,95.7
75215,56854,1.06287,2368139,1838.46,33.1
58371,51563,1.20417,2385,1.65215,94
68819,49891,1.05621,10939,2.38268,96.5
90731,64251,1.03872,9818605,1628.93,27.8
71028,30300,0.852679,14353,12.684,54.7
96769,78482,1.12564,67091,91.1019,30.7
81015,44634,0.983574,159063,40.8889,54.1
91744,64251,1.03872,9818605,1628.93,27.8
73173,62863,1.07006,255755,305.075,75.7
87521,36758,0.930189,32937,9.70043,36.3
67070,50613,1.16766,4861,2.70928,94.8
76798,48199,1.06284,234906,160.669,58.9
66515,48547,1.16029,9984,10.2849,84
60026,62088,1.0323,5194675,2999.99,43.9
78335,55229,1.09612,64804,72.158,42.2
62314,42664,0.951714,16430,11.3473,96.2
60951,51825,0.982182,29718,15.2279,92.4
58231,54414,1.10564,11119,3.77376,88.4
72069,35190,1.05328,8149,8.76447,55.8
67444,48188,1.02412,6497,5.46051,88.2
76205,83376,1.05883,662614,486.442,64.4
76310,46575,0.972081,131500,143.631,68.4
78962,49504,1.07907,20874,16.0613,59.9
59772,61499,1.10013,89513,16.7463,93.3
97480,49958,1.04385,351715,39.367,84.7
61080,52743,1.00223,295266,310.012,72.5
65274,50372,1.07392,10144,12.9283,91.1
89023,45711,0.995518,43946,1.49483,78.9
98226,59285,1.08442,201140,39.8951,81.9
64778,43379,1.13138,21159,15.8199,95.5
69029,53769,1.15284,24326,13.4733,63.6
99207,54852,1.04116,471221,120.052,86.7
65501,39916,0.991171,15657,13.0116,95.9
67117,56051,1.07866,34684,39.7012,84.6
73567,52227,1.06426,124098,77.4498,58.9
71839,41903,0.932373,43462,47.8908,70.6
58630,75708,1.37071,24199,8.46676,94.1
94110,104552,1.31505,805235,9914.67,41.9
60005,62088,1.0323,5194675,2999.99,43.9
85200,61606,1.0036,3817117,288.05,58.7
63456,43973,1.01775,8840,7.92915,94.3
93725,51261,0.990179,930450,99.6912,32.7
60408,83504,0.986634,677560,447.426,67.2
98327,67868,1.05183,795225,204.571,70.3
93406,70699,1.10533,269637,53.7743,71.1
93402,70699,1.10533,269637,53.7743,71.1
99772,58987,0.981524,9492,0.0722119,15.9
62708,60466,1.03824,197465,132.1,82.5
92354,60164,0.966223,2035210,67.9482,33.3
63381,61628,1.04489,52566,48.8159,93.9
85323,61606,1.0036,3817117,288.05,58.7
70664,49452,1.01356,192768,129.202,69.4
91042,64251,1.03872,9818605,1628.93,27.8
89148,56802,0.905533,1951269,157.751,48
61855,69271,1.11434,16729,22.3695,97.3
63588,34186,1.04375,31953,37.6703,82.9
78296,55456,1.05714,1714773,1031.61,30.3
59085,41186,1.21824,2168,0.715891,95.2
87523,,,40246,4.41935,12.8
74753,43245,1.04176,42416,30.6661,73.8
61842,55591,1.09946,16561,23.6709,95.7
62640,53778,1.02233,47765,32.9518,97
63834,32846,0.995684,14358,22.6253,73.3
62860,41414,1.08032,39561,55.5833,96.9
62301,51398,1.05186,67103,44.589,93
97050,48056,1.04221,1765,1.0736,91.6
95368,57387,1.00732,514453,212.158,46.7
77972,55469,1.15003,21381,28.6766,45.8
66013,69150,1.02443,32787,34.1786,93.7
85540,60962,1.12277,8437,3.16912,48.1
76304,46575,0.972081,131500,143.631,68.4
64054,52805,1.02393,674158,661.245,63.3
79015,67397,1.0786,120725,87.6479,78.2
70612,49452,1.01356,192768,129.202,69.4
59336,55841,1.28701,11699,1.47457,94.1
60019,62088,1.0323,5194675,2999.99,43.9
68629,56528,1.05328,10515,14.1716,57.4
94096,113776,1.1914,718451,958.361,42.3
71711,34887,1.00095,26120,23.8716,56.3
74345,39742,1.03665,41487,33.7847,65.9
96385,59297,0.967001,185079,40.5476,31.2
97336,52097,1.01946,116672,25.5484,87.1
68836,56952,1.084,46102,27.1831,89.2
67020,56051,1.07866,34684,39.7012,84.6
74081,47413,1.06151,16577,18.411,79.7
90266,64251,1.03872,9818605,1628.93,27.8
97303,56097,1.09208,315335,133.873,68.7
98925,55193,1.20053,40915,8.16632,86.1
75437,51877,1.1173,35161,30.3043,75.4
71033,40866,0.985749,254969,193.332,47.8
65436,42846,0.954469,45156,41.5696,90.3
63465,47955,1.12787,7139,8.11193,97.7
59844,36984,1.08319,11413,1.86218,90.4
68635,55562,1.11742,8395,8.00879,96.4
75046,56854,1.06287,2368139,1838.46,33.1
68815,55170,1.28226,4260,4.21976,96.9
78853,38035,1.18391,54258,31.943,2.9
73157,52855,1.10457,718633,661.449,59.3
99638,,,,,
59068,57538,1.05292,10078,2.44065,95.9
73006,44588,1.09821,29600,15.3292,59.5
94118,104552,1.31505,805235,9914.67,41.9
99748,40000,1.06414,5588,0.00649341,21.8
76849,42500,0.877676,4607,2.72664,74.9
68928,42298,0.997907,3812,3.86239,94.1
60022,62088,1.0323,5194675,2999.99,43.9
92020,74855,1.06446,3095313,509.33,48.5
89106,56802,0.905533,1951269,157.751,48
98002,89418,1.17822,1931249,399.364,64.8
64765,43379,1.13138,21159,15.8199,95.5
94249,63902,1.01545,1418788,879.781,48.4
73089,58177,1.15282,52431,31.8059,83.6
79993,44597,1.10085,800647,586.128,13.1
65755,32601,0.914849,9723,8.26891,96.5
98438,67868,1.05183,795225,204.571,70.3
93015,84017,1.00005,823318,299.262,48.7
89031,56802,0.905533,1951269,157.751,48
96050,44200,1.07194,44900,3.93385,79.5
85636,48649,0.972266,131346,15.1952,58.5
97023,76597,1.10789,375992,98.6589,84.5
72830,37170,1.08971,25540,24.5169,83.5
91353,64251,1.03872,9818605,1628.93,27.8
78840,45521,1.10361,48879,11.369,17.5
68855,49891,1.05621,10939,2.38268,96.5
95373,56493,1.06751,55365,14.9718,81.9
94163,,,,,
92007,74855,1.06446,3095313,509.33,48.5
58888,65648,1.11253,8962,1.75715,90.5
77015,60146,1.04857,4092459,1703.04,33
82644,60550,1.06614,75450,7.50777,89.1
74833,38527,1.03807,12191,12.6095,63.2
62481,54951,1.05881,9698,11.7745,98.1
77043,60146,1.04857,4092459,1703.04,33
76467,59049,0.964957,51182,83.2064,87.1
73045,52855,1.10457,718633,661.449,59.3
95967,48443,1.00641,220000,77.285,75.2
85360,43266,0.975332,200186,9.76684,79.6
93282,47518,0.97186,442179,59.3195,32.6
67114,56051,1.07866,34684,39.7012,84.6
60017,62088,1.0323,5194675,2999.99,43.9
68138,79549,1.04488,158840,364.008,83.8
75458,51928,1.08054,86129,68.2487,74.8
98592,55726,1.03897,60699,26.6805,82.9
91912,74855,1.06446,3095313,509.33,48.5
86512,32963,0.979434,71518,4.22652,20.4
76239,51774,1.09303,19719,14.593,88
90421,64251,1.03872,9818605,1628.93,27.8
91914,74855,1.06446,3095313,509.33,48.5
60438,62088,1.0323,5194675,2999.99,43.9
64790,43379,1.13138,21159,15.8199,95.5
79831,43894,1.09966,9232,1.11699,54.3
99569,58750,0.866621,4847,0.0641914,17.6
96785,59297,0.967001,185079,40.5476,31.2
70815,52719,1.02388,440171,676.86,47
79870,43894,1.09966,9232,1.11699,54.3
84016,79690,1.06887,306479,276.963,85.8
78940,56297,1.1109,24554,19.0131,73.5
84157,71230,1.10136,1029655,730.283,74
89006,56802,0.905533,1951269,157.751,48
76371,46146,1.29111,3719,3.04676,63.1
93530,52874,1.05831,18546,1.16661,66.3
71229,33333,0.940659,27979,24.8348,50.9
76112,64874,1.05202,1809034,1414.12,51.8
81210,54979,0.999038,15324,2.86999,89.1
82943,73008,0.937704,43806,2.3277,80.9
79079,49352,1.03153,5410,3.91805,71.1
84606,70408,1.10925,516564,141.467,84.2
95747,84357,1.01625,348432,138.952,76.1
63471,46762,1.02643,28781,39.0336,91
92424,60164,0.966223,2035210,67.9482,33.3
62993,34709,1.07964,8238,19.5161,60.5
68872,54399,1.07338,6274,6.1762,96.7
94625,92574,1.19662,1510271,1290.13,34.1
76540,54184,0.999538,310235,208.295,50.7
73107,52855,1.10457,718633,661.449,59.3
77252,60146,1.04857,4092459,1703.04,33
70509,54726,1.03202,221578,608.747,67.2
65350,44382,1.057,42201,37.1757,87
99646,75905,1.00551,88995,0.769073,82.8
93944,66676,1.00891,415057,81.0752,32.9
76252,57646,1.05729,38437,29.8842,78.7
83212,49985,1.09761,7817,2.93797,66.1
90302,64251,1.03872,9818605,1628.93,27.8
89163,56802,0.905533,1951269,157.751,48
80533,78642,1.08779,294567,237.398,79.4
69130,53769,1.15284,24326,13.4733,63.6
80294,63793,1.25741,600158,2262.2,52.2
60163,62088,1.0323,5194675,2999.99,43.9
65024,58476,1.14644,13878,13.9844,98.4
84011,79690,1.06887,306479,276.963,85.8
98415,67868,1.05183,795225,204.571,70.3
98439,67868,1.05183,795225,204.571,70.3
74074,40944,1.05666,77350,72.8353,79.7
71008,30300,0.852679,14353,12.684,54.7
65669,57019,1.00006,77422,88.5372,94.3
66843,46295,1.02844,2790,2.21282,93.1
90742,85398,1.03021,3010232,2621.98,44.1
80747,48922,1.07117,22709,7.03515,78.2
78828,40313,0.900211,2002,0.706567,47.3
70162,39576,0.94732,343829,763.86,30.5
97130,47500,1.08091,25250,10.9954,86.7
94925,110217,1.10733,252409,288.153,72.8
75651,51202,1.03368,65631,50.3282,65
85335,61606,1.0036,3817117,288.05,58.7
90502,64251,1.03872,9818605,1628.93,27.8
74148,53902,1.05984,603403,666.276,65.2
77243,60146,1.04857,4092459,1703.04,33
61636,54770,0.987418,186494,168.608,72.7
73951,50450,1.01398,20640,6.44788,52.8
64734,67659,1.00971,99478,86.4147,89.5
78705,71767,1.19031,1024266,738.011,50.5
80754,70908,1.14387,252825,36.3197,67.6
67851,56573,1.00563,36776,17.4325,46.4
70502,54726,1.03202,221578,608.747,67.2
85395,61606,1.0036,3817117,288.05,58.7
77990,48112,1.00467,7383,6.81562,45.2
67480,50515,1.00316,55606,46.802,82.1
92187,74855,1.06446,3095313,509.33,48.5
80645,70908,1.14387,252825,36.3197,67.6
96101,45149,1.17071,9686,1.29072,79
59601,62130,1.10916,63395,8.33893,92.4
60667,62088,1.0323,5194675,2999.99,43.9
83119,64519,1.00122,18106,2.41458,93.5
81066,36705,1.09519,6711,2.64058,61.9
78512,38398,1.08026,774769,390.322,7.8
70118,39576,0.94732,343829,763.86,30.5
72860,42361,1.03786,22185,15.6752,76.7
98623,54056,1.29635,20318,5.18276,83.8
67653,44104,1.11791,2961,1.95325,96.9
59739,44809,1.05027,9246,0.828088,92.7
62006,54392,1.08668,5089,10.799,98.3
63171,41107,1.09554,319294,3325.57,42.2
79782,69722,1.64076,4799,3.73334,53.7
68623,45833,0.987883,3735,4.61773,97.1
62567,52415,1.12699,34800,28.9827,95.8
85546,51352,1.1049,37220,5.64279,52.3
96797,82906,1.06081,953207,1352.38,19.1
62865,41414,1.08032,39561,55.5833,96.9
89557,61155,0.985438,421407,37.0322,66
72538,36184,1.06059,12245,12.763,96.4
93715,51261,0.990179,930450,99.6912,32.7
63551,37367,0.970126,4979,5.48759,97.7
75660,49287,1.01929,121730,313.357,60.8
61037,53828,1.0665,58498,46.5299,85.9
95945,63240,0.992936,98764,61.7465,86.5
67842,53072,1.02096,33848,19.2703,44
64621,47885,1.08223,15195,16.6161,94.7
62652,42664,0.951714,16430,11.3473,96.2
75946,43598,1.17814,64524,48.7662,61.5
80105,73925,1.12911,572003,422.951,63.2
72081,43822,1.00317,77076,49.3176,89.6
90276,,,,,
67863,57566,1.16496,2234,1.9015,73.7
71973,37035,1.02122,20662,16.3911,89.8
59771,61499,1.10013,89513,16.7463,93.3
70661,49452,1.01356,192768,129.202,69.4
87573,31660,0.881465,29393,4.11406,19.7
95242,61145,1.00916,685306,298.36,35.9
73565,37319,1.02198,6472,5.572,80.6
66960,48022,1.12493,4980,4.08088,97.4
62721,60466,1.03824,197465,132.1,82.5
82515,54242,1.04851,40123,2.31708,71.5
73057,45066,1.06968,27576,22.7822,79
83655,50289,1.03543,22623,29.7135,81.3
93764,51261,0.990179,930450,99.6912,32.7
79982,44597,1.10085,800647,586.128,13.1
95203,61145,1.00916,685306,298.36,35.9
79039,70087,1.12035,6182,4.43843,88.5
76642,42680,0.908354,23384,18.1595,61.7
98321,67868,1.05183,795225,204.571,70.3
72523,43391,1.08846,25970,28.9438,95.9
66620,55199,1.04302,177934,193.132,75.6
73945,50450,1.01398,20640,6.44788,52.8
71161,40866,0.985749,254969,193.332,47.8
73552,52227,1.06426,124098,77.4498,58.9
72042,39466,0.950726,19019,12.3711,71
59833,48930,1.02054,40212,8.10914,93.9
79752,52257,0.951929,3355,1.97443,48
60141,62088,1.0323,5194675,2999.99,43.9
98516,69592,1.02436,252264,156.55,78.9
59215,47500,0.884442,1734,0.290909,97.4
86336,50180,1.0396,211033,17.6051,82
80504,70908,1.14387,252825,36.3197,67.6
63019,63030,0.996003,218733,203.593,95.4
95030,116178,1.19972,1781642,867.333,35.2
62048,57890,0.999582,269282,220.48,86.7
91351,64251,1.03872,9818605,1628.93,27.8
78871,45521,1.10361,48879,11.369,17.5
76052,64874,1.05202,1809034,1414.12,51.8
67567,50198,1.02874,27674,18.804,83.4
65068,48750,1.02667,17601,18.4432,89.5
90306,64251,1.03872,9818605,1628.93,27.8
67107,57765,0.977015,29180,19.8806,93.1
67522,49174,1.06447,64511,31.3965,86.1
76245,45828,1.01688,15840,25.5162,69.8
60612,62088,1.0323,5194675,2999.99,43.9
78361,32049,0.718587,5300,3.6969,6.3
98230,59285,1.08442,201140,39.8951,81.9
77840,46839,1.10845,194851,255.104,59.1
70721,47797,1.01545,33387,37.2002,47.9
59319,44196,1.11021,1160,0.169938,97.6
79342,59032,1.1412,17526,8.22134,60.6
63872,34186,1.04375,31953,37.6703,82.9
72473,33174,1.0774,17997,18.6009,78.8
80962,65334,1.04136,622263,177.516,72
70426,34985,1.03339,47168,51.5473,65.8
91011,64251,1.03872,9818605,1628.93,27.8
59046,39952,1.00295,884,0.357727,93
98053,89418,1.17822,1931249,399.364,64.8
85062,61606,1.0036,3817117,288.05,58.7
92092,74855,1.06446,3095313,509.33,48.5
70076,54821,1.03149,45924,96.4775,40
65806,44808,0.978751,275174,256.51,89.5
71249,35466,0.984435,20767,23.8855,66.7
96756,78482,1.12564,67091,91.1019,30.7
92647,85398,1.03021,3010232,2621.98,44.1
67147,54974,1.03043,498365,308.511,69.9
98072,89418,1.17822,1931249,399.364,64.8
77010,60146,1.04857,4092459,1703.04,33
98909,49871,1.04315,243231,26.6752,47.7
88542,44597,1.10085,800647,586.128,13.1
88577,44597,1.10085,800647,586.128,13.1
94108,104552,1.31505,805235,9914.67,41.9
89042,56414,1.13202,5345,0.314728,87.9
72212,50093,0.995688,382748,311.618,55.3
74441,40936,1.13588,46987,39.5605,50.2
65275,43973,1.01775,8840,7.92915,94.3
64766,41625,0.943366,12402,13.1449,94.4
62224,53681,0.991401,270056,243.441,62.9
92317,60164,0.966223,2035210,67.9482,33.3
95524,45528,1.01854,134623,21.4415,77.2
88548,44597,1.10085,800647,586.128,13.1
73094,44588,1.09821,29600,15.3292,59.5
65254,46992,1.01413,7831,6.05447,96.3
78943,49504,1.07907,20874,16.0613,59.9
59825,48958,1.21792,3079,0.846423,96.4
83283,56613,1.11147,12786,10.7198,91.8
99129,49200,1.02989,43531,7.5554,87.9
92833,85398,1.03021,3010232,2621.98,44.1
60090,62088,1.0323,5194675,2999.99,43.9
85379,61606,1.0036,3817117,288.05,58.7
99124,45808,1.06569,41120,3.4108,68.3
80041,73925,1.12911,572003,422.951,63.2
85233,61606,1.0036,3817117,288.05,58.7
91205,64251,1.03872,9818605,1628.93,27.8
77978,55469,1.15003,21381,28.6766,45.8
73084,52855,1.10457,718633,661.449,59.3
74729,43245,1.04176,42416,30.6661,73.8
93760,51261,0.990179,930450,99.6912,32.7
67478,45221,0.916603,6373,5.29125,97.2
80044,73925,1.12911,572003,422.951,63.2
99825,63603,1.30384,2150,0.0754397,46.2
74754,35829,1.03383,33151,11.7366,65.8
92132,74855,1.06446,3095313,509.33,48.5
92112,74855,1.06446,3095313,509.33,48.5
64073,68367,1.04708,221939,326.036,84.1
75403,51928,1.08054,86129,68.2487,74.8
64739,67659,1.00971,99478,86.4147,89.5
71674,30234,0.933383,13008,11.5845,46.8
78409,55048,1.14072,340223,313.652,32.9
64123,52805,1.02393,674158,661.245,63.3
80442,70469,1.0458,14843,4.62338,89.7
59632,66867,1.05777,11406,3.34207,94
77410,60146,1.04857,4092459,1703.04,33
78606,63071,1.22628,10497,10.9268,79.4
95377,61145,1.00916,685306,298.36,35.9
75051,56854,1.06287,2368139,1838.46,33.1
79850,27061,0.822348,7818,1.5178,14.5
77373,60146,1.04857,4092459,1703.04,33
75493,46698,1.06236,32334,54.2008,49.2
78405,55048,1.14072,340223,313.652,32.9
62808,59469,1.03685,14716,16.0396,96.9
70082,52386,0.85845,23042,13.9631,67.8
75015,56854,1.06287,2368139,1838.46,33.1
80903,65334,1.04136,622263,177.516,72
78580,29944,1.17371,22134,29.2295,10.1
58368,48802,1.18003,4357,1.78537,93.7
76623,72213,1.06387,149610,112.863,65.5
84638,60445,1.21565,12503,1.10461,84.7
58801,86575,1.40165,22398,4.62532,90.9
65332,44382,1.057,42201,37.1757,87
93215,52479,0.999519,839631,68.3238,38.6
72913,43240,0.982227,125744,155.587,72.8
63703,51730,1.04307,75674,81.0899,87.9
66833,44191,1.07346,33690,24.0867,73.3
71721,39752,1.11524,22995,17.9635,70.4
64459,55683,0.947267,17291,23.1328,96.2
67118,58483,1.17841,7858,5.68848,95.3
97760,63680,1.07615,157733,26.8973,88.4
89501,61155,0.985438,421407,37.0322,66
81427,62230,0.955794,4436,5.00819,93.4
78950,65365,1.10064,28417,32.9552,65.7
90017,64251,1.03872,9818605,1628.93,27.8
60967,51825,0.982182,29718,15.2279,92.4
88566,44597,1.10085,800647,586.128,13.1
80525,67664,1.07508,299630,65.608,84.5
92646,85398,1.03021,3010232,2621.98,44.1
59521,47141,0.969567,16096,2.4249,72.9
99547,85517,1.05184,5561,0.439657,31.4
76021,64874,1.05202,1809034,1414.12,51.8
85250,61606,1.0036,3817117,288.05,58.7
98103,89418,1.17822,1931249,399.364,64.8
99655,54212,0.93118,17013,0.0949621,10.9
97837,43921,0.992117,16134,2.64175,92.6
71475,47772,1.00683,52334,28.9075,72.2
94003,113776,1.1914,718451,958.361,42.3
71422,35398,0.990889,15313,11.4988,66
81640,52807,0.883806,13795,1.67269,82.7
65611,46443,1.0073,32202,40.9456,96.1
68773,48716,1.179,6685,4.27317,96
90037,64251,1.03872,9818605,1628.93,27.8
62420,54158,1.11412,16335,19.6003,97.5
66608,55199,1.04302,177934,193.132,75.6
76462,59049,0.964957,51182,83.2064,87.1
76508,54184,0.999538,310235,208.295,50.7
87501,59192,1.00742,144170,49.7869,43.9
61635,54770,0.987418,186494,168.608,72.7
68111,61688,1.06646,517110,873.762,71.9
78478,55048,1.14072,340223,313.652,32.9
97415,46396,1.11054,22364,7.44743,88.7
60030,86244,0.979745,703462,817.433,65.2
99687,75905,1.00551,88995,0.769073,82.8
62297,52107,1.03804,33476,34.282,86.4
89412,61155,0.985438,421407,37.0322,66
70010,52558,0.978458,432552,597.071,56
87198,51643,0.975476,662564,377.758,41.5
72006,31023,1.02344,7260,8.25391,69.4
62837,49764,1.13835,16760,14.3454,97.5
63145,65300,1.01744,998954,1162.35,68.9
67839,51719,1.09628,1750,1.49117,93
63101,41107,1.09554,319294,3325.57,42.2
69020,46859,1.00236,11055,9.014,93.6
92531,63948,0.992807,2189641,206.948,39.7
90671,64251,1.03872,9818605,1628.93,27.8
91714,64251,1.03872,9818605,1628.93,27.8
90073,64251,1.03872,9818605,1628.93,27.8
85290,61606,1.0036,3817117,288.05,58.7
85912,40054,0.903175,107449,7.14662,43.9
66546,55199,1.04302,177934,193.132,75.6
87583,31660,0.881465,29393,4.11406,19.7
94106,,,,,
65017,42718,1.06904,24748,25.4757,96
58489,50739,1.30374,2809,1.3587,97
91383,64251,1.03872,9818605,1628.93,27.8
63451,44051,1.1284,6373,7.47256,97.3
96117,56362,1.00461,34895,4.2569,66.7
87034,37368,0.897029,27213,4.01485,21.5
94402,113776,1.1914,718451,958.361,42.3
62201,53681,0.991401,270056,243.441,62.9
59452,45764,0.989655,2072,0.515924,97.2
66732,42679,0.921319,13371,16.4438,91.9
65706,47421,1.04013,36202,38.204,95.2
75949,47714,1.0931,86771,73.0045,63.3
94805,93712,1.07223,1049025,834.374,47.8
92174,74855,1.06446,3095313,509.33,48.5
59341,47250,1.21437,1179,0.317598,95.4
65462,42846,0.954469,45156,41.5696,90.3
95101,116178,1.19972,1781642,867.333,35.2
91716,64251,1.03872,9818605,1628.93,27.8
60401,83504,0.986634,677560,447.426,67.2
61940,51109,1.1487,18576,17.4702,97.7
58483,58144,1.2493,1990,0.934539,98.2
78401,55048,1.14072,340223,313.652,32.9
93208,47518,0.97186,442179,59.3195,32.6
94643,92574,1.19662,1510271,1290.13,34.1
78124,70931,1.03821,131533,139.963,54.8
98485,67868,1.05183,795225,204.571,70.3
62541,57899,1.05976,30305,28.2565,87.7
91522,64251,1.03872,9818605,1628.93,27.8
62539,60466,1.03824,197465,132.1,82.5
62875,46102,1.06089,39437,41.4016,92.4
78620,65935,1.04936,157107,172.563,58.6
69337,51748,1.32841,9182,3.52048,87.8
72051,36162,1.06755,12394,13.346,96.1
87041,59420,0.932354,131561,23.3739,47.5
98295,59285,1.08442,201140,39.8951,81.9
93724,51261,0.990179,930450,99.6912,32.7
97224,78010,1.1181,529710,360.822,69.7
77254,60146,1.04857,4092459,1703.04,33
80024,67575,1.10865,441603,219.444,53.2
76526,51440,0.973836,75388,51.7976,62
59642,43109,1.2244,1891,0.368518,96.6
65255,54043,1.0586,162642,142.336,81
75925,46044,1.11711,50845,34.3188,62.7
82524,54242,1.04851,40123,2.31708,71.5
77014,60146,1.04857,4092459,1703.04,33
98406,67868,1.05183,795225,204.571,70.3
67041,63272,1.0081,65880,28.3744,91
96119,56362,1.00461,34895,4.2569,66.7
60049,86244,0.979745,703462,817.433,65.2
83452,68818,1.15659,10170,11.8554,81.5
80434,48828,1.17651,1394,0.498308,87.4
99921,54191,1.06285,5559,0.408037,49.6
87109,51643,0.975476,662564,377.758,41.5
99302,62002,1.16457,78163,29.2941,43.2
90310,64251,1.03872,9818605,1628.93,27.8
70813,52719,1.02388,440171,676.86,47
94135,,,,,
92703,85398,1.03021,3010232,2621.98,44.1
79114,67397,1.0786,120725,87.6479,78.2
66958,48889,1.1045,5799,3.80562,95.8
92060,74855,1.06446,3095313,509.33,48.5
78244,55456,1.05714,1714773,1031.61,30.3
78417,55048,1.14072,340223,313.652,32.9
94027,113776,1.1914,718451,958.361,42.3
72372,35356,1.1736,28258,29.5971,42.4
81525,53683,0.924697,146723,26.4813,83.1
70340,40485,0.898059,54650,59.3462,57.2
62913,34709,1.07964,8238,19.5161,60.5
80553,67664,1.07508,299630,65.608,84.5
75417,37955,0.918842,12860,8.46486,73.9
98245,60711,1.0734,15769,27.1899,90.2
87107,51643,0.975476,662564,377.758,41.5
74052,49578,1.05082,69967,47.2506,78.4
59083,42292,0.998974,718,0.346827,92.8
98672,54056,1.29635,20318,5.18276,83.8
60917,57981,1.03005,113449,94.4546,73.4
84527,50278,1.07447,21403,8.51624,84.1
71443,47772,1.00683,52334,28.9075,72.2
66940,48022,1.12493,4980,4.08088,97.4
65725,44892,1.12366,31137,30.1238,95
58746,67753,1.24536,61675,13.2833,88.7
81233,46296,1.09708,46824,18.7761,80.4
83124,64519,1.00122,18106,2.41458,93.5
64068,68367,1.04708,221939,326.036,84.1
95305,56493,1.06751,55365,14.9718,81.9
82638,60550,1.06614,75450,7.50777,89.1
76374,47194,1.14706,18550,13.8978,80.6
59915,45488,1.0945,28746,7.90748,68.1
84133,71230,1.10136,1029655,730.283,74
80162,78943,1.07152,534543,403.609,79.9
60083,86244,0.979745,703462,817.433,65.2
77705,48463,1.0277,252273,190.623,44.6
80621,70908,1.14387,252825,36.3197,67.6
63735,40567,1.01255,29968,22.8812,96.5
77964,53021,1.14781,19263,14.8526,76.2
89432,61155,0.985438,421407,37.0322,66
63837,34186,1.04375,31953,37.6703,82.9
70149,39576,0.94732,343829,763.86,30.5
99140,41924,1.0596,7551,1.47471,75
88081,39164,0.958198,209233,38.9272,30.1
64161,68367,1.04708,221939,326.036,84.1
97147,47500,1.08091,25250,10.9954,86.7
72173,51930,1.02842,113237,114.734,82.4
63390,57948,1.03465,32513,45.2438,92.9
87507,59192,1.00742,144170,49.7869,43.9
85289,61606,1.0036,3817117,288.05,58.7
80291,63793,1.25741,600158,2262.2,52.2
91916,74855,1.06446,3095313,509.33,48.5
80239,63793,1.25741,600158,2262.2,52.2
91718,63948,0.992807,2189641,206.948,39.7
74821,49235,1.17802,37492,34.8669,69.3
60450,74140,1.03416,50063,65.4045,88.9
62845,47773,1.07848,14665,17.9021,97.6
88575,44597,1.10085,800647,586.128,13.1
75770,45798,1.03257,78532,59.7968,80.9
58854,80732,1.49351,6360,1.00329,74.6
98061,71610,1.07851,251133,252.956,79.1
80260,67575,1.10865,441603,219.444,53.2
62631,48508,0.974464,35547,36.9399,89.8
81248,34410,1.01416,6108,1.19022,56.4
65890,44808,0.978751,275174,256.51,89.5
74342,39742,1.03665,41487,33.7847,65.9
93647,47518,0.97186,442179,59.3195,32.6
62864,47617,1.03753,38827,40.9713,87.4
79009,54184,1.22244,10269,7.8606,38.4
68866,56952,1.084,46102,27.1831,89.2
60054,84803,0.994437,308760,275.959,83.7
74078,40944,1.05666,77350,72.8353,79.7
74145,53902,1.05984,603403,666.276,65.2
62523,50444,1.0204,110768,111.983,78.4
94922,76753,1.08792,483878,187.546,66.1
75149,56854,1.06287,2368139,1838.46,33.1
75415,46138,1.09157,5231,13.4239,83.2
80115,73925,1.12911,572003,422.951,63.2
92150,74855,1.06446,3095313,509.33,48.5
94080,113776,1.1914,718451,958.361,42.3
80805,51046,1.09845,8270,2.28459,76.4
58643,65063,1.21408,3151,1.29644,96.4
74735,32129,1.04596,15205,12.8836,63.7
75661,51202,1.03368,65631,50.3282,65
87574,59192,1.00742,144170,49.7869,43.9
92515,63948,0.992807,2189641,206.948,39.7
77332,46182,1.24288,45413,30.0104,72.3
92009,74855,1.06446,3095313,509.33,48.5
78370,55229,1.09612,64804,72.158,42.2
92656,85398,1.03021,3010232,2621.98,44.1
76054,64874,1.05202,1809034,1414.12,51.8
70004,52558,0.978458,432552,597.071,56
63188,41107,1.09554,319294,3325.57,42.2
62427,49233,1.06567,19817,26.1673,91.9
68407,71139,1.02841,25241,25.0582,95.4
80165,73925,1.12911,572003,422.951,63.2
86556,32963,0.979434,71518,4.22652,20.4
62407,56293,1.01975,34242,42.8886,96.8
95304,61145,1.00916,685306,298.36,35.9
73851,50114,1.12515,3685,2.27389,80.2
98590,44846,1.0146,20920,10.2942,84.6
70508,54726,1.03202,221578,608.747,67.2
80271,73925,1.12911,572003,422.951,63.2
91603,64251,1.03872,9818605,1628.93,27.8
93786,51261,0.990179,930450,99.6912,32.7
62962,34709,1.07964,8238,19.5161,60.5
72025,46071,0.94693,10445,12.7476,93.6
78064,55265,1.15464,44911,28.0893,36.3
98280,60711,1.0734,15769,27.1899,90.2
89146,56802,0.905533,1951269,157.751,48
78942,55000,1.04983,16612,19.8541,65
78052,55265,1.15464,44911,28.0893,36.3
78852,38035,1.18391,54258,31.943,2.9
87083,59420,0.932354,131561,23.3739,47.5
81128,50753,0.811843,12084,5.67337,78.2
61240,57250,1.04437,50486,34.2117,92.1
93265,47518,0.97186,442179,59.3195,32.6
58317,53696,1.10241,2246,0.940205,96.4
63535,39697,1.13536,4431,8.41407,98.2
